d;userID;ISBN;bookRating
711;59554;055358295X;8
14883;2766;1556614373;8
53545;74238;189330213X;8
55827;86145;006096541X;8
8449;38995;044021145X;8
54303;77383;031285272X;7
26209;17724;067003021X;4
63600;126604;1889703001;7
23401;98391;006000925X;8
42633;36327;055326138X;7
10969;278851;1569661057;10
47002;100783;031285370X;4
12519;148613;038529929X;4
30430;41123;006101432X;8
15035;85367;1558744630;9
35740;43359;055309971X;6
23041;122924;1573227161;7
62534;116816;089107502X;8
50928;60337;1886360103;8
4714;122014;038542471X;8
34914;23872;067084554X;7
1417;37135;044023722X;7
35313;102232;1581821875;9
58875;98391;1594140634;10
53165;71900;046087280X;9
7079;97754;1878424319;6
62379;115490;1567186637;7
63412;125203;2070367428;7
8685;127245;044022473X;8
38878;85641;034543773X;9
42681;36554;038529462X;10
35486;114368;1551664879;5
43143;145861;1400032016;6
22851;37712;1583224939;9
4608;37712;006019491X;9
21966;92658;1551668440;5
63549;126248;1894869494;9
35615;25359;039551083X;10
34229;54166;006093493X;8
54188;146564;1932360085;8
38706;123825;044017158X;7
59471;99126;1570714614;10
61169;109363;042514237X;10
1678;95903;037541309X;9
19593;52614;082177512X;9
59992;101851;1565924959;7
63995;128208;084237048X;9
33095;43910;031226772X;9
31831;94347;156097432X;10
52433;69211;1929065000;6
23249;23869;1551665301;7
10487;20180;014028009X;5
64532;131193;1592000673;8
28729;102154;081180464X;10
23234;122793;055358264X;8
2550;117593;067170561X;5
5323;112765;044651652X;10
57162;93047;155583759X;7
46527;107784;156025355X;5
2084;56522;006092988X;10
44554;98783;074347628X;10
35727;74056;1931686351;9
60820;106988;157062934X;6
56513;88677;1551667061;5
65230;137688;156731001X;10
35835;25601;1890627143;10
46023;44275;1885942532;5
45894;43698;1852423072;8
56216;134596;1560255021;10
66208;146113;059003166X;5
6967;116318;006093090X;8
52981;70666;081674128X;8
44238;38273;189205101X;10
63541;126053;1558171800;9
23438;114368;1551660954;5
38105;98391;077832012X;8
37730;127503;006008166X;7
17465;142661;068480087X;9
32884;98391;1551666510;8
54359;77886;091846451X;5
15365;113519;1573226106;10
5636;278137;037308935X;8
63150;123883;1551668556;5
66502;148258;1577310241;8
27493;12815;157297317X;3
63060;141600;1400049628;7
23314;79089;1588720020;8
66009;143875;1864502509;9
51929;148258;038572019X;9
31623;16999;1570629625;7
53506;73923;1401359256;8
48244;62477;055327757X;10
16384;76352;1558743316;9
60821;106988;1585670294;6
29358;127359;092963408X;9
6522;134005;059035342X;9
49934;56959;1931499020;10
51872;67187;075284332X;7
32492;94529;039302749X;7
40466;32250;1550222201;8
15027;59269;1558744630;10
61002;107921;1576107116;5
18357;87002;044651862X;8
35033;23997;1572240687;7
47772;51883;037319238X;2
38838;30276;1850153299;6
44753;40415;044020982X;3
34537;110934;034540047X;8
12804;69389;055321313X;8
44053;67547;1573223573;3
5613;72005;044661162X;7
8535;100838;044021145X;9
58223;97615;1556343205;10
40555;32671;014038006X;7
59958;101851;1565040465;8
4323;33434;067976402X;5
3443;102411;044022165X;8
19267;48468;044021873X;5
31142;127826;1562920448;5
321;276862;1569312435;9
34843;23768;1885222580;7
52589;69697;037348240x;9
58160;96776;084394515X;9
26842;21618;1573229881;7
49970;57088;1588370232;10
34519;122352;015100496X;5
40851;73127;1567186661;8
44560;95991;077832043X;5
56080;87141;1565926927;9
13551;1355;1931646384;9
63739;127203;048640966X;6
38421;37790;1555911765;10
58423;98391;037371016X;8
40469;32250;155041402X;10
59874;101731;1551924528;10
306;276859;088365721X;9
2401;27740;043936213X;8
37666;108960;068486424X;9
803;115224;067102423X;8
30763;92547;067974388X;10
31599;16996;014034019X;9
6570;125039;006440630X;6
66738;150124;1564559068;10
6387;52242;059035342X;7
27644;12824;1892213753;10
60688;106131;157061105X;10
19305;21014;014017737X;7
13676;95250;037541181X;7
61991;113904;055347880X;9
38205;43246;048628347X;9
18949;5777;1564029654;8
26780;68555;1556610351;8
64645;132687;1577310160;10
25832;11362;067162461X;9
7074;93257;1878424319;3
20968;144531;1573229725;9
54700;79441;071009339x;7
109;125519;038550120X;9
31421;45939;1551669072;8
35242;53278;1573240249;7
28183;116232;051511992X;8
9553;68984;080410526X;9
46841;48342;059041836X;8
27469;76660;088730866X;7
65570;140036;1585673463;9
34907;23872;067003116X;10
50246;58911;1556780648;5
55470;88937;188516730X;5
29342;101851;076790690X;10
50478;96357;081269502X;8
4468;112026;067976402X;5
10713;29259;155874262X;10
24879;45113;067102096X;8
50072;57725;1573247634;8
59884;101796;1885408269;9
3169;113519;1570620768;8
21575;111572;067942525X;8
51080;61619;067187120x;1
34303;51450;055380247X;9
62413;115841;082175467X;7
18135;105937;031242227X;8
52755;82831;030702041X;5
17485;4017;067003178X;5
45505;122386;156619315X;9
18695;123257;067100767X;8
12535;59612;1573229571;5
8529;95932;044021145X;7
22700;76151;039914840X;10
12934;853;034545829X;9
56026;87141;1565920317;6
50683;78867;1558744142;5
7325;135753;051513287X;9
52418;69156;044101013X;9
51939;67547;1575420848;10
63941;127481;1570251401;10
6105;135360;068484477X;10
54149;76499;1565841204;10
65997;143636;1569473331;9
55932;86826;1592864589;10
17172;93046;1931561230;9
19555;124597;080411109X;6
60485;105040;1564741028;5
95;111174;038550120X;6
36985;26624;155709103X;8
45871;43642;158648012X;6
19210;6242;1550135570;6
59891;101851;007882298X;7
7588;96448;014034294X;10
14941;96284;1565121562;8
56031;87141;1565920988;8
15352;136139;1573222453;7
52089;68249;9879789970;10
39019;31826;156282015X;10
42805;69971;068483605X;10
16804;92810;039914613X;7
4234;139913;055357227X;6
30695;42714;067101675X;10
58507;98391;074341229X;7
62849;120860;1400047994;5
25889;41392;1550135457;7
61294;110308;038572182X;4
37505;86535;006109207X;6
19796;106948;1573229628;5
41478;138883;1556614594;10
66001;143698;1591132207;10
8912;95359;055321330X;10
16507;143968;1558746463;6
61821;112672;1400042305;8
1585;117873;044023722X;8
40279;112111;078601542X;8
13021;65584;067101420X;9
45857;84024;1558321179;8
37239;38781;1587492695;10
57512;94173;078790080X;5
32470;19653;1555610757;5
30315;71902;1573225843;5
38308;29419;1555130879;4
33500;21116;084394854X;6
53238;72785;1879960567;5
52012;67958;031218008X;10
58087;132457;067142243X;10
25225;124310;1400060117;7
12232;84178;015600710X;8
59032;98391;1931696772;9
16374;31250;1558743316;5
23696;8454;1582341427;7
45305;71114;079226472X;7
51002;106225;1551667126;3
66615;148966;037322768X;6
8482;57781;044021145X;8
26849;11993;1576731863;10
19017;23582;042516019X;8
47739;100602;1582348103;9
44267;53241;1400077354;9
12541;81865;1573229571;7
38755;30276;037347170X;7
58730;98391;1576738175;9
10676;31268;097162397X;10
37085;135265;1570761450;10
29085;69156;051513239X;5
45477;42718;1570761175;10
49484;55927;068984445X;9
37911;28602;055337804X;8
52384;69078;8401422701;9
18533;117255;037540256X;8
21241;31556;059043411X;7
23787;8537;067102325X;8
2854;95991;1400031354;8
17794;141902;074322535X;10
36357;26535;006109787X;5
15196;2891;074325547X;8
59417;98758;1553660846;8
32721;80954;015668568X;7
28743;94923;158898608X;6
50284;59172;044021288X;8
28728;14456;081180464X;7
6315;11916;059035342X;7
10379;278535;038079943X;8
53601;74493;051503553X;8
31728;56394;1578564816;9
63496;125519;1576300269;7
728;139913;074320607X;10
26654;83637;006104444X;8
15610;3023;1573245216;9
25368;10354;1931514933;9
44887;40798;067189952X;7
34087;41290;038532720X;10
21843;7286;156476737X;6
46317;45778;155591036X;7
959;129716;037582233X;10
58175;97021;1576751252;10
57192;93047;1562791117;8
29521;15651;1565070372;8
11150;30555;038542017X;7
38218;52853;051509160X;7
51632;144694;1576738191;6
56687;89388;039915132X;5
13736;48371;1570719586;9
63031;123094;046507278X;5
15866;119370;006109157X;10
58579;114988;1400041732;7
12850;80323;014016930X;9
1618;134311;044023722X;9
65642;141310;1840460628;9
2000;277427;002542730X;10
53696;75119;037570714X;10
313;89406;088365721X;8
17817;64015;055327886X;9
11053;8454;006000438X;8
6084;121079;068484477X;9
1866;131057;014029628X;10
51446;63956;096159957X;8
53270;110373;1558743324;7
1460;54413;044023722X;8
46307;67840;1400049490;10
21142;11817;067942573X;8
21504;86969;067100042X;7
14580;149813;038072880X;7
57364;93257;068485421X;7
11452;33680;006101351X;8
56125;87155;1853261270;8
21816;7286;055305614X;2
59485;99281;1567998453;8
62621;117861;1582971862;7
40101;31826;039951709X;10
1639;142580;044023722X;7
41891;143427;045121157X;10
65777;142524;080211539X;7
52514;69355;1558213767;6
59626;100590;156276408X;7
18751;101851;1560760478;8
15935;131027;006447187X;8
41201;35859;080651390X;5
66455;148199;1550023047;5
2239;76710;031298328X;9
6363;35859;059035342X;10
23030;8067;1573227161;10
66647;149400;1564408590;5
53468;73486;031211771X;6
10533;78834;014028009X;7
43588;36935;042516702X;8
56062;87141;1565923928;8
18454;47401;1558506462;8
58956;98391;1887368469;10
6168;111637;140003180X;8
31881;17859;1579620140;5
25487;49980;037576092X;8
46843;48342;081673741X;9
48848;54643;1583456031;8
46435;46398;1569751005;9
18775;16795;067973225X;7
2838;69971;1400031354;8
16998;71786;067088300X;7
45142;55622;067187697X;9
53755;75591;039551598X;9
62287;115003;1561586137;8
10870;94494;1558747109;8
60798;106895;1885223897;6
2323;30183;039304016X;10
57806;95010;030703416X;9
25358;10354;1931514739;10
49116;55490;156865040X;10
30248;31315;1578591201;10
40470;32250;1551091429;8
51657;65238;1560974583;9
11598;68256;1573225126;4
5629;121530;044661162X;7
44258;38449;1877662089;10
66522;148263;1571314024;8
14380;98391;1551668521;8
2954;41781;1400034779;6
23122;56959;006109868X;10
66272;146348;1850153892;8
50167;73882;1580050719;9
15339;15510;1573222453;9
47241;106514;014044100X;8
1677;95518;037541309X;8
33652;35859;1881445348;7
12776;128133;1573229385;7
62010;113955;059002972X;9
25433;10447;1568360096;4
2623;31139;080410753X;7
15882;3363;006098824X;10
33721;64241;1558500510;8
51534;64249;1402202733;1
14224;19531;068484270X;7
14161;121170;1573229326;7
20062;128434;1853260150;8
52935;70594;031214752X;7
40777;78553;1567186904;10
57626;94347;1929998724;4
45209;41504;006091209X;8
42399;142973;1854797662;5
50826;60263;1573180645;10
2687;107288;080410753X;8
10786;138382;155874262X;8
34928;23872;096146447X;10
57761;94923;1578151635;7
66254;146348;087116180X;9
39148;138301;1551664461;6
13954;99347;1551666189;10
14559;51883;034528643X;8
37134;98391;1551666928;9
49503;56157;080075672X;8
56987;92637;1570621799;7
46397;46398;013611542X;5
45165;41351;044652154X;6
23807;15408;1888375051;8
32716;38023;015668568X;10
27715;13051;1566471192;5
50942;60392;1582431477;8
9738;34501;1551665859;4
29905;61954;155166674X;7
32154;125121;043913742X;4
206;88733;043935806X;8
12370;116243;080411868X;5
56761;90137;039471850X;9
54957;81368;1560250658;7
6465;100354;059035342X;10
8686;134224;044022473X;7
33978;22097;1557930058;8
51435;76499;039309152X;10
65972;143294;1898307148;10
62401;115692;031215660X;3
22716;7970;067318160X;6
2428;103577;043936213X;7
64025;128543;1877617067;4
39099;30735;156305566X;8
20623;119529;038572179X;8
34321;23490;157062531X;6
61639;111731;1560232021;8
5999;44440;068484477X;8
44143;38023;1879639815;1
60951;107784;059045725X;5
14127;64679;1573229326;9
27549;12824;156931957X;10
16036;25298;038072152X;8
29798;65147;1573220221;10
14094;3145;1573229326;5
23008;65584;1551669498;9
32376;76569;087477795X;2
44412;38832;1560974230;3
54163;76499;1585670472;10
13915;106846;038082101X;7
10587;143968;014028009X;9
46066;44595;042505232X;6
54536;102967;067976657X;6
41379;117593;1572972009;5
7761;113121;034538184X;8
1844;102967;014029628X;8
1536;92733;044023722X;7
5731;112083;006440174X;9
59439;146081;1580631606;9
59153;102359;071728218X;10
9454;14521;068416325X;10
62206;140555;1573440191;8
62667;118587;1878867784;5
40102;31826;043920772X;10
63455;125203;2804013987;8
33368;30533;074592803X;8
55499;95991;044922239X;7
49025;55187;1574531123;9
51876;67288;1930252986;8
24916;9856;1572242132;4
49435;55777;1565845455;10
10866;70415;1558747109;8
33354;70510;068980993X;10
53242;72975;031220325X;7
57441;93370;1558493328;10
19102;53042;1400031362;10
22402;48307;043942089X;8
58959;98391;1890208809;8
38482;148898;1556619340;10
54058;76483;1558745173;5
31341;16908;037322737X;2
51112;76482;1573226971;5
58589;98391;1410401863;10
29132;90391;1566194431;5
12183;47609;1557733856;10
29957;16417;081291273X;7
15578;77989;1573225681;7
64048;128835;1852238690;9
52577;69697;035233357X;7
46681;47605;3822821675;9
1819;57108;014029628X;7
13468;29259;089480829X;10
19921;35859;067945960X;8
19165;113778;038073186X;10
21856;7286;1569552924;10
47113;49460;052524655X;8
33916;110566;1885211651;6
55636;130971;1558749217;10
4432;96970;067976402X;7
17128;27352;038081658X;8
35208;24624;1563097613;8
14365;76352;1551666855;8
7432;15049;006016848X;8
21562;50204;067942525X;6
63036;123094;1881649873;7
37889;28594;1572971290;6
33662;119575;1558749780;9
63851;135149;1853689777;6
48617;130636;1565048083;7
12539;68608;1573229571;5
36562;26544;006250746X;9
58671;98391;1570721831;9
6631;76259;042510107X;9
56962;92346;3905514877;9
16675;40450;1576738167;9
47276;50165;1582380295;4
42000;53174;068484611X;10
1097;31556;1558743669;8
15496;141493;042518045X;9
19321;6251;015602943X;10
15202;61901;074325547X;9
14223;4017;068484270X;10
12820;101209;055321313X;8
9609;138239;080410526X;10
17410;130571;1573228214;6
15274;126207;140003065X;10
54715;95353;1571458735;10
6880;65258;014025448X;9
5428;89602;034543479X;5
34225;123543;1558534210;5
58809;98391;1590580753;10
54712;147572;1571458506;10
46968;48971;006017322X;8
16946;3643;1573228281;10
56666;89014;1892049279;8
59058;98440;1566199700;10
26113;94099;039309412X;7
9158;12283;055357258X;8
15098;151303;1573222623;7
47305;50225;1562613979;2
23628;95359;044022330X;7
40401;135376;067187120X;9
44201;38273;076153475X;10
15835;131686;1853260401;8
4176;43418;042518336X;9
18223;36609;061810450X;2
65582;140069;1883523478;8
7840;115180;034538475X;6
3078;141350;1400034779;5
33933;21949;1577487257;10
64548;131602;1887654763;10
18707;135567;1558748040;7
63084;123459;1586490001;10
33204;36043;038547802X;9
26882;12137;067086014X;4
6542;144690;059035342X;10
59001;98391;1893956342;9
26893;12143;067102177X;5
8763;97290;044809536X;9
60412;104443;1578632064;8
61519;110973;078670585X;9
15386;2891;1589880013;7
51622;64946;1586638831;9
8199;111933;042513525X;7
4594;843;006019491X;8
37878;28594;1569714649;7
38668;67627;038072913X;8
32496;92979;039457172X;7
60882;107381;1591430062;8
60286;103348;051711870X;10
4213;76530;055357227X;3
30111;16634;051510728X;9
32696;19969;1931382034;9
62122;114368;082171922X;5
31444;81074;1573222089;7
24873;93179;039308700X;8
14023;115003;006251279X;8
41300;95359;034535785X;7
4010;57255;051510566X;5
51291;62701;034542459X;8
20788;6575;1550171631;6
19385;6251;042519485X;8
17000;73044;067088300X;8
11063;76383;006000438X;8
58994;98391;189389679X;9
41631;98391;1551667320;10
27820;67840;1551667010;10
42776;36606;059043425X;10
32386;93855;055335387X;9
37609;28438;1579546536;8
46373;76151;055329315X;10
20659;120696;039914675X;9
5006;103489;034540288X;8
65222;137620;4770029055;9
27659;12824;1931514569;10
41120;33995;156987512X;10
38904;119749;006443205X;7
56003;106053;1551664763;9
33685;114368;1551660490;5
56050;87141;1565922697;7
66507;148258;1584792795;8
51747;65855;1892226006;10
59976;101851;1565042115;7
6334;23848;059035342X;10
25623;60672;051770739X;9
28195;146197;051511992X;6
54899;81015;1560766859;10
25759;55751;087113795X;5
37308;27616;1594670463;4
29177;15135;1566890659;5
21004;43910;1573225487;9
19733;36326;1573221937;3
14050;61901;1561707244;9
12237;116535;015600710X;8
2432;120587;043936213X;10
38030;28888;1891830090;8
52360;76218;1566196884;5
63621;130837;1564563111;10
17385;143415;1573226521;9
36168;26157;1588516083;9
27791;139286;1887317031;9
46582;47279;061822632X;10
38648;123608;1579540368;6
20456;8253;034536676X;10
16061;124487;042515517X;9
26813;60337;1561381527;8
40509;87964;1571316043;5
3159;3569;1565120310;10
31946;140265;037570731X;5
43586;36907;1585744646;10
40607;32773;067143294X;10
129;278356;043935806X;10
15417;93595;038549565X;5
51957;67677;1891279041;10
38049;28938;1557787239;10
7805;57105;034538475X;9
46507;46909;078531489X;10
23129;81458;006109868X;8
9409;132522;067172262X;10
54335;77809;055309355X;8
65920;143175;1590863518;5
34926;23872;089774151X;2
27969;129716;156584100X;8
34648;23768;068814487X;9
58882;98391;1594140707;10
64341;129851;1561383872;8
52098;68275;1555613101;10
40809;33474;091825955X;8
64619;132392;1590072561;9
17828;126768;055327886X;10
5387;88565;044651747X;9
45789;43309;079223426X;5
54796;80203;1550502697;5
13004;20300;067101420X;1
44405;146386;050552158X;10
22894;51883;037344155X;10
21256;116005;014045022X;10
26540;149661;031208188X;7
499;97469;074343627X;7
77;76351;038550120X;10
21205;6958;067187747X;5
11003;83;087113375X;7
54387;112001;1551660938;7
38348;29648;1561794856;10
45984;43925;1556619464;8
38616;30072;1569319480;8
678;95359;034541389X;8
49327;132836;9997411870;8
62502;130493;044631093X;7
55883;86392;1888963093;10
34056;148966;037376555X;5
37994;28749;1579181473;7
55351;82977;067100848X;10
5537;85526;1882663128;9
17158;140698;038533303X;9
13628;35158;1893910245;10
22622;7915;038072362X;9
44225;38273;1884364268;5
41443;35185;157856039X;5
38570;30052;067166218X;7
43521;132663;1882591151;8
54981;81492;037309695X;10
56494;88652;1401300561;8
58839;98391;1592220037;10
44192;38273;059087585X;5
14120;56011;1573229326;7
40502;145412;1559580240;6
58820;98391;1590581172;10
34920;23872;080105060X;1
66637;149185;1852421657;7
12983;61910;067081976X;7
54112;76499;071780397X;10
42854;98391;1551668327;8
31285;16795;1889910171;5
35730;25409;1932407391;6
11519;93085;006101351X;8
27278;137589;094202401X;9
59729;100906;1880448483;7
32535;111133;1563055597;8
45352;42129;037316775X;10
32053;18299;158234146X;6
37864;28591;1583754342;8
3304;134684;042516098X;8
24480;65192;034528349X;8
35053;24169;1573247073;10
13891;48725;038082101X;10
61692;112001;1558174494;9
28082;88733;006018311X;8
48500;52917;1558534202;6
43144;36715;1559590386;10
49733;56856;1557043000;8
59047;98391;1932112219;9
41663;68555;1555611893;4
56757;111947;1561381640;9
7786;13432;034538475X;10
58385;98391;031231874X;10
39531;146083;067086871X;9
50715;60244;1573220787;9
36435;26535;067103409X;5
59467;99056;1591098513;7
14727;15213;042518238X;6
55962;87141;007037340X;8
29269;23588;044023719X;7
25810;148124;1567920713;8
56056;87141;1565923162;7
39600;150968;1558744290;7
22170;83637;055357857X;7
35726;48355;1931686351;8
64075;135730;187825751X;7
23876;8681;1563050757;8
52390;69078;8420633135;9
49819;60978;059045353X;9
28208;107784;055328990X;5
24227;28634;042510687X;8
59040;98391;193174226X;9
16216;3363;1400060427;8
18211;79089;038070613X;6
21869;7286;1856975770;10
317;276859;1559712252;6
22858;83775;1585670227;9
23036;110564;1573227161;8
48905;54898;1592231365;10
5137;63452;1558745157;10
25461;130616;157322930X;7
6237;27169;1551664194;8
8161;31826;042513525X;10
41220;34725;1586609998;7
56778;90335;067983611X;7
21929;140167;034538430X;1
59949;101851;1564773000;8
20547;120396;038071843X;9
58386;98391;031231938X;5
51597;64779;081850191X;5
43583;86263;1583940537;10
42773;110934;055334465X;7
30256;16634;1853263087;8
30739;81927;067168390X;10
19324;17203;015602943X;8
27265;143964;084233226X;9
58091;96440;1575667045;6
26128;75591;042510429X;10
56248;87555;1862043612;8
30214;16634;1563054388;8
23053;78553;1575667215;8
56263;130571;044651280X;9
9517;26296;080410526X;6
17987;122474;1551667436;8
65053;136010;1840810556;7
24196;51323;1575666731;6
342;105517;044020562X;3
18117;80820;031242227X;9
52859;70379;156179712X;10
2069;152562;002542730X;8
58828;98391;1591050316;9
23652;112559;074343756X;7
31906;100906;044918336X;9
2955;43687;1400034779;6
57014;92652;1572972564;5
21845;35859;1565122798;9
57954;95452;1569552797;9
40063;59763;1577484495;9
63038;123094;1885378009;9
33791;83637;042519390X;7
21320;85757;076791404X;9
66023;143968;1569553068;4
17831;4286;1928556396;10
12492;83077;038529929X;7
66784;150663;1567188117;10
15291;3052;1400032717;9
30664;138846;055305094X;7
17811;36609;055327886X;7
37896;28594;159182236X;6
62481;116313;1413900003;10
54534;94347;067976657X;6
7846;123094;034538475X;8
61618;125583;1570717559;9
12909;47411;055326382X;3
8303;39372;042518630X;6
58244;97874;078947557X;8
64469;130577;067942069X;9
8208;128732;042513525X;10
44964;40914;1555534007;9
58315;98322;044185947X;6
6201;106225;1551666839;7
27596;12824;1591822408;9
45163;41324;1928782140;3
20487;113030;034536676X;10
45471;42718;1565072324;10
63214;150999;1577346823;10
61693;112001;1568650507;10
16871;3573;1892065169;8
51850;66827;1563333295;6
297;15093;038076041X;7
934;79204;031284879X;8
44955;40889;1577311310;10
56955;92196;1878346334;7
13566;138867;034543076X;8
35542;100906;038080896X;7
42521;36043;1582617686;6
30227;16634;1573221201;7
50983;60707;038057778X;6
28575;125691;060960225X;7
58803;98391;1590580680;10
3351;26756;044022165X;7
6712;278188;1551660679;8
41937;96448;059043568X;5
10449;130915;048627263X;9
47476;51082;1570761744;7
9917;81298;1559029838;4
44100;57959;088404288X;6
28686;51440;1573249025;10
60218;107784;067084148X;5
34163;22809;1560250119;5
20652;66563;039914675X;7
63289;124310;1594110107;8
31666;17003;1878067613;10
49008;55187;081291662X;8
55431;83428;1889538523;8
5903;150979;044022103X;9
54763;79945;1569312125;10
54178;76499;902470068X;10
66035;144120;1583224823;7
2027;52584;002542730X;10
7818;77128;034538475X;7
7145;74312;039592720X;7
61774;112093;1881098184;3
62160;144822;1565650697;5
54305;77383;074721431X;7
37553;28261;1561731412;10
18028;86817;034540761X;9
2749;64270;080411918X;5
28300;13604;1585420093;10
16546;54222;1558747966;7
642;47702;034541389X;5
65086;139209;014017530X;7
65479;139287;1565652126;5
18114;77181;031242227X;7
14741;2439;080215185X;9
43001;36609;006621288X;9
7261;44790;051513287X;6
38836;135265;1575668696;9
22274;79961;1573225312;7
66238;146175;1558508163;9
33697;148712;067156773X;5
6258;38081;044022425X;8
30462;16795;030768797X;5
44907;72428;1893956032;10
19556;127095;080411109X;9
31048;98391;1551668823;8
14925;99955;1562475878;7
50164;58482;1902283740;10
23550;8284;1557739404;9
63392;125094;1931391432;10
10725;40176;155874262X;8
63080;123883;1575666987;5
5686;68555;1558745017;8
10344;67627;1576737330;8
3447;104665;044022165X;7
23821;21364;006028644X;8
59805;101209;1567905196;7
49073;55438;037387023X;4
30404;16795;003071091X;5
61905;113270;1562829890;5
56864;91633;156458187X;9
44927;40889;084235025X;10
49454;79978;2070416801;8
16589;28177;1565122968;7
20934;89602;1573228737;8
8074;11517;038549081X;8
31381;78573;067187456X;7
1021;105517;042511774X;10
19053;26618;042513024X;8
61809;112537;1565924274;7
23166;73372;037570910X;6
8191;95359;042513525X;8
6783;98391;1551668300;8
62940;121875;1885331096;10
43122;92079;014100231X;3
35657;96990;042519129X;8
25380;10385;1550171348;6
3388;53663;044022165X;10
41468;35237;155054926X;8
12553;115162;1573229571;10
26747;135855;084233596X;10
29397;15408;1560972998;10
36240;145344;038549128X;7
25428;135351;080411188X;7
34062;42372;051513175X;9
42640;98525;067181785X;10
65379;138844;055335454X;10
54125;76499;093570258X;7
47554;86392;1561381489;6
12669;60684;038533334X;8
32130;18556;1575660237;9
58772;98391;1590521420;9
65136;136348;1586214497;7
40689;32773;1578590426;9
41877;87141;044914562X;8
31641;99441;055334949X;9
33949;70302;074346625X;8
59815;101209;1577196953;5
40722;32964;074400098X;9
4449;103526;067976402X;9
57896;95359;014071409X;8
9771;98391;1551668270;9
58576;98391;1400030080;10
28600;126015;1550139029;6
7438;23816;006016848X;6
38661;30144;1586420771;7
655;60546;034541389X;10
33313;84552;044990847X;8
6086;122793;068484477X;8
17120;82856;034544356X;8
34075;22495;067142453X;5
28463;56369;042518286X;5
701;136136;034541389X;6
56899;105979;088001654X;10
1397;30994;044023722X;9
39548;101209;076111775X;9
8604;134797;044021145X;9
63953;127719;1879215365;9
47436;50823;037312175X;8
32282;150088;1551667940;5
51954;67677;1555219829;8
9121;49314;055357230X;7
8630;152330;044021145X;8
857;105979;080410946X;7
29862;97874;1401902154;9
17715;61910;080410378X;8
39677;57599;1576730824;9
47473;51075;1550547380;3
46139;44845;1558533265;10
36675;55927;068485760X;9
23011;76151;1551669498;2
2558;37974;067940676X;10
47947;52011;1563892650;5
52133;76499;038549694X;10
2423;88733;043936213X;9
31712;98391;1400041414;8
61242;109745;1589393961;10
53564;74328;006447352X;6
13936;139243;038082101X;7
58726;98391;1576737489;9
17416;148124;1573228214;7
11114;254;038097827X;8
9097;126630;055356773X;6
15637;72575;044661064X;8
42524;81434;067140010X;10
29909;72084;155166674X;7
35495;24933;1551669277;3
24238;66443;042510687X;9
18161;144062;031242227X;8
61765;112093;1567184448;8
11056;23712;006000438X;7
21054;6731;1888054069;10
64085;129074;034528724X;7
60403;104430;1888468408;7
23538;76151;155166951X;10
63061;123258;1551090570;9
3213;14422;031215125X;8
11951;26598;038549825X;8
53315;73224;1569010021;8
2804;19573;1400031354;9
27438;27540;1561797197;7
21074;28591;1551668610;8
53750;134076;1560766409;7
58805;98391;1590580729;10
52797;70052;1894463188;5
2112;143415;006092988X;10
21266;7108;1591092744;5
28129;57179;038531292X;6
55525;84111;2842630521;5
21673;150767;1551667339;1
52951;77809;1550413953;8
62784;120093;042504064X;5
763;61854;067102423X;9
32652;98391;1551669056;9
34699;98263;1558320261;8
14547;144962;006109918X;10
58807;98391;1590580737;9
47333;143427;044900256X;8
59527;99630;1401601030;5
24372;133790;074322423X;5
50974;72214;155054991X;7
18670;60244;014034991X;9
43216;83637;014004311X;5
16202;3363;084991437X;10
22512;59269;1558747613;10
19438;16996;067944999X;8
32408;19539;1575450593;9
6142;48911;087131763X;6
64733;133772;067170494X;6
46473;46481;078972331X;7
3608;129395;014038572X;8
33141;73651;034542140X;3
45945;78553;067182225X;9
36379;88677;037327081X;8
1898;42651;038550926X;10
20562;42093;038549744X;8
59662;100906;034542039X;8
54161;76499;1583670394;10
49023;55187;1573225479;10
3473;117594;044022165X;10
63136;123790;1570761914;10
52622;98391;050552483X;8
10710;26694;155874262X;7
46802;48046;059044235X;6
28733;93047;1550546163;8
54704;79441;087052450x;7
23679;8454;044041833X;9
65827;142623;1556525141;7
53467;73482;1414019173;6
37935;123981;1551665514;8
56345;87911;014131091X;5
38150;140178;031225346X;7
18201;126814;014019536X;5
54362;91598;1577311922;10
31238;73056;1586480375;6
46003;44190;1879181215;9
61006;107933;1591294355;10
41269;35030;1852423250;8
43827;37573;042509670X;5
38394;38781;038080588X;9
15687;69879;002026478X;10
35093;24191;1567408389;5
1042;135382;042511774X;7
6161;69378;140003180X;8
48601;124078;1560768401;10
40118;31826;069620326X;10
20950;43910;1573229725;10
32361;19416;1565122992;9
2063;128835;002542730X;8
25016;69697;1551660431;6
14984;108285;1570361975;8
25364;10354;1931514763;10
41459;46145;080504695X;10
188;74056;043935806X;10
8934;62259;055327824X;7
36756;27472;1551669390;6
63254;124078;185326010X;10
26067;28204;038072121X;8
20888;6575;1573223425;6
53347;143636;039305151X;7
17955;124487;155166531X;9
52989;70791;1583224947;5
1189;132038;1558743669;8
15560;2977;1551800713;10
15634;69355;044661064X;6
40569;51742;006100345X;8
38117;29133;019282760X;10
12826;122782;055321313X;10
57350;93114;193151447X;8
807;120967;067102423X;8
4471;113270;067976402X;10
9290;31556;059049418X;7
17405;92861;1573228214;10
49012;55187;096506476X;8
32296;19248;038531826X;8
5634;148712;044661162X;6
62681;118683;074353669X;10
58816;98391;1590581016;9
23897;107326;156389629X;8
29235;129851;006018518X;3
44233;38273;1884364454;5
