;userID;ISBN;bookRating
22913;78783;038081918X;7
7233;3840;051513287X;9
49424;140036;1551669250;8
18081;21011;031242227X;5
4727;146803;038542471X;9
239;116904;043935806X;10
27698;99441;048627053X;9
1858;117255;014029628X;5
15753;110934;044661193X;8
13234;61854;037570504X;10
44802;125217;1551668017;8
8044;9908;038076654X;10
3808;89551;1590521986;10
11068;115435;006000438X;9
8060;98758;038097391X;5
1464;55027;044023722X;9
3839;31826;034539657X;10
41768;119575;034542820X;5
23590;16795;042518109X;9
37605;44611;1560252480;8
11654;128331;081296666X;7
46440;144134;1571741038;8
17299;124310;038079487X;7
17332;44852;031205436X;5
37776;135265;037383568X;8
1588;122429;044023722X;3
24882;53220;067102096X;7
32543;19664;1565122178;8
31142;127826;1562920448;5
14867;70594;1550548913;9
38146;61798;031225346X;2
30998;101874;1551667193;10
29406;101035;1565121368;5
34097;36609;1401351964;7
12710;735;1551660016;10
29805;31235;1573229083;10
32258;56447;1580050751;5
55261;106225;1558599177;6
11119;6532;038533348X;9
21322;89602;076791404X;8
21509;104636;067100042X;8
3256;68943;042516098X;8
1796;3827;014029628X;6
3174;277427;1572304510;10
12454;60337;1563410443;9
3380;48217;044022165X;9
4131;60707;055323370X;8
521;126492;074343627X;10
31256;16795;1878424114;9
3669;49403;1558744150;8
43987;122440;092007944X;8
10751;85367;155874262X;7
32369;20115;1559120177;8
15748;89602;044661193X;8
16460;123095;155874424X;8
31958;18095;1565070658;8
30288;16718;067173590X;10
792;104399;067102423X;10
27247;29259;084233226X;7
3120;108763;1551668157;7
29085;69156;051513239X;5
27901;13273;067003200X;8
23189;14049;038549730X;8
22996;142579;1551669412;7
1136;70379;1558743669;10
47709;98391;045121076X;10
16890;44893;1573225517;8
37277;114868;1880985055;1
9917;81298;1559029838;4
23229;101874;055358264X;7
18336;55187;044651862X;9
15271;122429;140003065X;9
15103;36609;1401301061;10
30223;128835;1565840003;8
25174;31556;078670621X;10
30767;128208;067974388X;10
30777;16795;068810312X;8
25742;98758;006103018X;5
15890;25409;006098824X;9
21624;7158;1400060923;3
10531;69211;014028009X;7
29895;31315;155166674X;7
192;75819;043935806X;10
41067;141902;1557482640;10
3259;70052;042516098X;6
42002;105979;068484611X;10
7308;114368;051513287X;10
7142;66878;039592720X;9
2288;2891;038548951X;8
42424;98391;1880418568;10
1197;141493;1558743669;10
7208;64270;1573221775;8
8800;137688;044922046X;10
19668;125692;1551668459;8
3528;18082;051512219X;8
10566;123257;014028009X;7
12457;651;1563411148;6
278;36606;055310666X;5
8440;35859;044021145X;10
16497;92652;1558746463;5
22205;144241;067166929X;7
29801;105214;1573220221;10
26395;110934;1559360615;9
8927;10314;055327824X;3
17107;3827;015201800X;6
46054;88793;031218171X;9
7280;69232;051513287X;10
12794;37712;055321313X;9
17979;74758;1551667436;8
21398;61854;006001203X;8
54808;142524;1573225029;8
2826;46443;1400031354;8
1282;93047;039480001X;7
45517;110483;067187750X;10
11461;42099;006101351X;10
36535;98391;1575667916;5
26232;144241;067151914X;7
20334;85367;1558746625;7
6674;67840;042518904X;10
13922;115003;038082101X;8
1093;28177;1558743669;9
30986;134797;1551667002;7
3317;148199;042516098X;7
4443;101876;067976402X;8
29532;15670;006441034X;8
13143;31393;1578562333;8
31531;93047;067165604X;8
2321;18311;039304016X;8
46332;60178;1560974273;8
612;68436;031286504X;9
11964;28289;042517736X;5
1141;76482;1558743669;5
13977;104636;080410882X;8
20942;6575;1573229725;8
25508;10560;051513449X;7
39507;110373;039914496X;7
26130;95359;042510429X;10
5253;50650;044651652X;8
21017;16106;044022392X;9
12614;105979;039914563X;6
46013;55493;067978148X;6
49250;69697;155166948X;10
18946;35859;067144901X;10
24033;55927;055356983X;8
15891;29526;006098824X;9
3449;105979;044022165X;5
13413;115120;038533656X;8
44249;114868;006000942X;7
5682;40889;1558745017;10
25388;98484;034540727X;10
23237;126196;055358264X;8
50286;104399;044021288X;9
37289;98391;037371081X;8
31872;83666;155166917X;5
2842;75149;1400031354;7
11923;140358;1573225789;5
42737;36606;039543095X;10
22806;126604;076790382X;6
147;25409;043935806X;10
2693;110912;080410753X;9
29151;100459;1555611435;8
27932;98391;1551666901;9
24103;49980;1592400876;10
3037;110912;1400034779;10
11545;115692;006101351X;6
7432;15049;006016848X;8
5034;144619;034540288X;7
16943;144038;068487217X;9
22410;127359;043942089X;7
32822;100459;073700049X;8
22344;38781;051513225X;10
29845;97754;1580628362;8
20040;43246;1853260010;7
14202;72214;068483376X;10
5051;28177;1573221112;10
291;130474;055310666X;8
46750;95359;1930051220;7
17169;3827;1931561230;8
35508;30263;1551669560;9
31797;113624;038080297X;5
8520;87141;044021145X;8
4768;141310;055357289X;10
5793;63854;039914739X;3
46845;48355;006105481X;6
24509;9227;1591822572;7
15974;14521;034531221X;5
20310;6563;1558746226;5
31270;111133;1878424114;7
19674;10819;1555910807;7
12897;126149;038001503X;10
41112;96448;006447268X;10
22712;130474;039914840X;10
4621;77809;006019491X;10
32712;20060;015668568X;10
14516;135045;1550223968;9
25876;16795;074341134X;10
2123;49212;006440188X;10
2111;142623;006092988X;10
4039;136071;052594544X;9
10560;112083;014028009X;8
26814;101851;1561381527;9
2112;143415;006092988X;10
14159;117251;1573229326;10
34937;23872;1557831572;10
49414;55665;1551669250;7
3572;27313;014038572X;10
17524;28177;1565122437;2
47715;89602;006105366X;8
36506;102275;1551665824;9
8614;140358;044021145X;5
6086;122793;068484477X;8
22988;51883;1551669412;10
30411;50225;006017613X;7
36562;26544;006250746X;9
18816;98391;1551668289;8
17957;4385;1551666014;10
10323;14521;1576737330;9
28041;145826;037541178X;7
28189;129690;051511992X;8
24511;38023;1591822572;10
32087;85757;037542167X;8
36756;27472;1551669390;6
3247;44728;042516098X;8
16809;127190;039914613X;8
8751;89602;044661095X;5
9180;95359;055357258X;7
13199;12137;037570504X;6
29899;42597;155166674X;9
10857;36606;1558747109;5
12856;89602;014016930X;8
4590;11993;089480751X;10
10839;123744;1558745718;6
47716;105214;006105366X;9
11880;62862;1573225789;9
5856;87929;044022103X;10
7766;123981;034538184X;8
23266;119517;1551665301;8
25744;124048;006103018X;5
3653;16795;1558744150;8
229;105517;043935806X;4
12283;76499;067972768X;10
52644;70415;088166247X;10
955;104812;037582233X;7
20415;143497;015100692X;8
14136;81249;1573229326;9
29488;110361;1400033543;8
23516;88677;1551669455;7
32919;105517;034536743X;8
717;50895;074320607X;7
39502;48975;039914496X;8
27250;37644;084233226X;9
19555;124597;080411109X;6
1289;150979;039480001X;8
4644;142256;006019491X;8
29088;105214;051513239X;8
16324;139913;1551668998;10
1850;110912;014029628X;9
2749;64270;080411918X;5
18823;67775;1551668483;7
29796;56447;1573220221;10
8753;102967;044661095X;5
25475;149934;042517025X;8
37984;98391;1551669315;8
30977;47316;1551667002;9
21035;88733;006019393X;7
15296;19573;1400032717;9
12260;63625;193156146X;10
5180;139706;1558745157;8
44967;89507;1555534007;7
47776;51883;037322592X;10
59946;138198;1564580636;7
20472;76499;034536676X;10
24698;53220;042512164X;9
20096;6575;037570485X;9
12540;73044;1573229571;7
2155;37644;014100018X;8
4989;70666;034540288X;6
27930;13273;1551666901;8
46090;44611;077109860X;4
20571;8253;038572179X;10
35013;32802;1551669323;4
51788;114368;1551666804;5
27248;36256;084233226X;9
5802;98547;039914739X;7
35402;69697;1551665247;7
6512;126736;059035342X;5
4308;27472;067976402X;8
4158;70379;014034893X;10
3491;126736;044022165X;6
2968;58964;1400034779;7
3935;6543;067976397X;7
5003;96448;034540288X;7
39646;43006;044100069X;9
35685;123883;1566192951;5
17388;3917;1573228214;8
21948;98391;1551666952;8
24449;139828;051513595X;7
23500;70401;1551669234;10
18673;95359;014034991X;10
32566;150968;1551666138;7
1315;102359;039480967X;10
34885;108485;055338015X;8
31764;30276;1551665956;6
21651;139913;1551662604;8
19393;69697;042519485X;8
13506;109574;089480829X;8
9534;41455;080410526X;5
49632;141902;1570431108;8
11091;131027;014230218X;3
24623;130837;006097673X;8
4400;81597;067976402X;9
2832;58342;1400031354;9
26857;128122;1576736563;10
2194;136139;014100018X;8
25287;142256;1561797111;9
43885;142524;015601422X;9
19110;70594;1400031362;9
16804;92810;039914613X;7
3413;70666;044022165X;6
19401;96440;042519485X;6
20361;94347;006092411X;8
23081;88793;159184021X;10
23112;16106;006109868X;10
13350;67840;006109594X;8
6396;57398;059035342X;10
13255;115435;037570504X;9
12616;120396;039914563X;7
43947;95316;031210491X;10
11444;31393;006101351X;8
17259;65258;038079487X;7
18106;58911;031242227X;9
36085;78834;1566400201;10
17954;112761;155166531X;10
16315;126196;1551668998;9
32171;52584;1573226491;8
16978;30487;067088300X;7
11150;30555;038542017X;7
22845;135149;1573229377;7
30954;114368;1551666758;5
3220;115003;031215125X;10
20811;16795;1558748865;8
21735;75591;006091307X;8
9707;147847;1551664496;5
18114;77181;031242227X;7
46372;69697;055329315X;8
13663;105517;1558532161;7
4807;113270;055328942X;10
14877;113030;1550548913;7
9587;109864;080410526X;9
4696;60130;038542471X;8
16073;104636;044022313X;5
5481;87141;038533558X;10
20761;92810;078688908X;7
3622;50895;039915180X;8
21781;125878;1573223328;8
2637;43246;080410753X;7
10859;39616;1558747109;8
26970;149907;014028088X;8
3579;43246;014038572X;10
3872;126492;034539657X;5
6104;135149;068484477X;8
26388;16634;1559360615;9
38724;30273;1565124057;7
39195;37950;081257639X;10
25406;93629;044630798X;7
9066;6543;055356773X;6
34537;110934;034540047X;8
46162;44893;080213940X;8
31599;16996;014034019X;9
2246;98391;031298328X;9
16314;119517;1551668998;9
74;64436;038550120X;9
40;16877;038550120X;9
44939;135149;1551666936;7
457;33124;074343627X;8
32682;144038;038000321X;10
19124;111637;1400031362;8
39499;31315;039914496X;10
15240;60244;140003065X;10
4895;104636;051513628X;9
2838;69971;1400031354;8
6212;147965;1551666839;9
2863;115003;1400031354;9
30679;150968;055358412X;8
38218;52853;051509160X;7
32516;19664;067173914X;8
3687;112001;1558744150;10
1215;4017;1571740562;10
25521;116931;051513449X;7
1647;146113;044023722X;7
16479;85367;1558746099;2
8965;95359;055329170X;6
11838;6242;1573225789;7
38000;49403;1579546463;8
45407;101876;014014773X;8
32673;93629;038000321X;8
17465;142661;068480087X;9
29199;98758;1562827545;8
5220;28619;044651652X;10
19779;142479;157322202X;6
21185;145449;078688939X;8
28408;14049;1853260207;8
36780;147965;1551669390;8
36677;72636;068485760X;6
15058;143163;1558744630;10
15623;33124;044661064X;8
19630;89602;1551520559;7
10800;20703;1558745718;7
11847;11601;1573225789;10
24066;8782;1571454942;10
19766;8681;157322202X;10
20268;66765;039915079X;5
41135;36609;1400060931;6
13717;147847;067169071X;7
12461;651;1563899388;6
12660;43246;038533334X;7
11734;6577;068484267X;10
19123;110934;1400031362;9
6480;107784;059035342X;5
30421;127129;006017613X;8
19628;6251;1551520559;6
23975;98263;1561385751;10
20614;91113;038572179X;9
17238;29855;038079487X;8
11328;3917;1573226882;6
49659;56447;1885171277;7
1212;152036;1558743669;10
5583;49980;1573220876;7
5485;114988;038533558X;8
25444;56554;157322930X;9
3602;104399;014038572X;10
18606;65584;1551667371;9
15290;2891;1400032717;8
29480;59499;1400033543;8
19122;110912;1400031362;10
1148;80810;1558743669;9
18775;16795;067973225X;7
17375;95359;1573226521;9
202;85993;043935806X;10
26545;93426;038077013X;5
1087;16795;1558743669;10
35462;24933;050552208X;7
5673;16795;1558745017;7
35275;136326;1557731136;8
5517;126196;1551667517;8
2859;110912;1400031354;10
4890;91058;051513628X;8
28466;65877;042518286X;9
14972;16795;1567184855;8
44080;127359;039921268X;2
27033;32802;006103066X;6
14518;6575;014018869X;8
10923;10819;1558531025;7
12637;4017;038533334X;10
9281;123608;059048348X;8
5008;105058;034540288X;7
21241;31556;059043411X;7
6215;10447;1573220280;6
32220;85993;1401301231;10
10938;57398;1558531025;9
41806;148586;038076296X;8
860;114544;080410946X;7
5113;26538;1558745157;5
9156;8067;055357258X;10
24342;75591;044021985X;9
2796;6543;1400031354;7
7086;106849;1878424319;10
799;111847;067102423X;10
5955;10314;068484477X;7
2131;114868;006440188X;9
16180;36609;081296683X;7
34572;142861;038549422X;9
11007;11718;039575514X;9
8406;20060;044021145X;9
28204;69232;055328990X;9
37659;28619;068486424X;10
13072;99630;067102535X;6
22579;34300;034537536X;6
8209;128915;042513525X;10
26035;105517;034536998X;3
3213;14422;031215125X;8
20274;115692;039915079X;6
19212;37950;1550541129;7
16255;67775;1551668394;8
24565;13552;051511054X;9
32464;46398;067144834X;5
9396;23571;067172262X;10
28161;36839;051511992X;8
984;22074;042511774X;8
52602;98391;037379102X;5
38670;96448;038072913X;6
19640;68555;1551667215;6
21691;114368;1551667401;5
518;124597;074343627X;5
27242;16795;084233226X;6
4868;13552;051513628X;8
18160;144038;031242227X;10
13672;1548;037541181X;7
1278;35859;039480001X;10
10757;95226;155874262X;10
13837;132375;1551664348;7
17297;121170;038079487X;8
10847;143964;1558745718;6
31040;93426;1551668777;5
7146;75149;039592720X;10
7644;38273;030712908X;1
46336;96440;1560974273;6
14949;2766;1566840287;7
9751;47316;1551668122;8
22869;75081;1878424424;10
32660;28634;038000321X;7
33191;88677;051512902X;8
30562;31556;038089968X;7
25079;104636;051511264X;7
27486;98391;089296765X;8
19402;98391;042519485X;9
17035;150979;067088300X;5
4293;17667;067976402X;8
16416;105517;1558743790;7
10467;113519;1401300057;8
25964;134797;055358099X;9
220;99720;043935806X;9
15734;45315;044661193X;5
31795;55734;038080297X;9
1049;147224;042511774X;10
2901;6575;1400034779;9
52740;98391;031226982X;9
6526;135360;059035342X;9
19139;142121;1400031362;9
17336;69721;031205436X;7
18496;28619;1885171080;10
29533;26621;006441034X;8
15019;37950;1558744630;7
24126;117594;1592400876;9
255;135149;043935806X;9
32938;123883;037348397X;5
30763;92547;067974388X;10
3663;35857;1558744150;8
11873;53278;1573225789;8
2441;143837;043936213X;10
8446;38556;044021145X;5
39094;75591;006440546X;10
10794;278832;1558745718;10
5731;112083;006440174X;9
100;114368;038550120X;9
17495;101731;1400032806;9
4986;69211;034540288X;9
12462;28594;1563899388;5
3981;113519;067976397X;9
13502;92547;089480829X;10
22786;19664;076790382X;9
10851;278832;1558747109;10
17376;101606;1573226521;9
6410;65032;059035342X;2
27456;101851;1852305606;9
32030;105517;1558745432;7
24115;85757;1592400876;8
19676;23768;1555910807;6
2920;22074;1400034779;9
11308;139359;1563898586;7
1562;106225;044023722X;9
11837;4017;1573225789;9
16321;134797;1551668998;7
15306;66574;1400032717;6
43149;36715;1853260169;10
2291;8066;038548951X;8
26700;93047;055327449X;9
53383;98391;077832057X;10
42600;122429;1561483516;8
16002;30273;037325024X;8
1578;113531;044023722X;8
54996;125039;067168289X;7
16475;56654;1558746099;6
28537;98391;006053821X;10
40991;129074;020530902X;10
3280;101209;042516098X;8
35392;82497;1551660598;7
11803;111133;068484267X;10
26855;93363;1576736563;6
14775;129074;039914210X;6
15794;151503;067150987X;5
17434;52917;1885211279;8
19601;114368;082177512X;5
49981;114988;067972477X;7
1900;49314;038550926X;9
3444;102647;044022165X;10
19299;114368;006440031X;5
24302;8936;1551664313;7
6211;147851;1551666839;7
32439;121170;1400033349;7
13188;149934;038531258X;5
13205;23768;037570504X;7
9516;25981;080410526X;5
13653;13850;1558532161;9
16007;62966;037325024X;7
11097;23571;034543014X;10
5513;59172;1551667517;8
20389;67547;015100692X;9
23013;88006;1551669498;1
132;6251;043935806X;9
3399;59150;044022165X;8
39166;123056;1841952753;8
5545;21014;044900371X;6
13948;51883;1551666189;10
18670;60244;014034991X;9
3744;122793;034543739X;10
4673;11224;038542471X;7
13370;55493;006101253X;7
13084;12824;068986020X;5
20367;14422;015100692X;10
2233;60707;031298328X;8
9554;70666;080410526X;9
5031;135045;034540288X;8
2808;21576;1400031354;6
3760;6575;1400031346;9
22792;54898;076790382X;10
20381;42093;015100692X;9
47072;49212;1400034639;10
12243;142479;015600710X;9
11597;48046;1573225126;6
6168;111637;140003180X;8
32726;136252;015668568X;10
11080;148258;006000438X;6
39600;150968;1558744290;7
12123;145449;055357695X;8
18059;148586;038078520X;8
1210;150979;1558743669;8
12652;37311;038533334X;8
19414;98391;045120834X;9
19721;8681;1573220825;10
43846;152099;067988291X;7
22245;95359;076241085X;6
14559;51883;034528643X;8
19092;21576;1400031362;6
7188;123744;067988288X;7
6909;102275;014025448X;10
13223;43481;037570504X;5
12327;59209;080411868X;7
13024;76151;067101420X;10
6003;46443;068484477X;8
4743;68555;051511331X;6
18821;55665;1551668483;7
7524;43481;006109921X;10
7001;68555;155661246X;8
24248;107784;042510687X;5
28202;52614;055328990X;10
4405;85757;067976402X;9
7085;105517;1878424319;2
18557;10447;042516876X;6
27348;58855;1558533729;8
11079;147678;006000438X;8
8095;74056;038549081X;7
28380;23872;1551660504;5
6843;20115;014025448X;10
16096;7125;060980619X;3
10409;91113;1931561648;10
56951;126697;068981321X;10
29747;41589;042517400X;6
45332;42093;014008505X;10
4213;76530;055357227X;3
19099;37584;1400031362;8
3783;95991;1400031346;9
18797;7887;087542791X;10
44078;38023;039921268X;1
10452;137589;048627263X;8
38127;129716;019282760X;9
35644;25409;038550084X;7
20914;21014;1573227889;10
41891;143427;045121157X;10
52345;69078;081120118X;8
13468;29259;089480829X;10
51958;102359;1891279041;10
32218;19085;1401301231;9
17567;6242;1573227331;6
17267;78783;038079487X;8
33909;141902;037371128X;10
39387;49403;1558749330;9
21180;98758;078688939X;8
17068;133296;1551668912;6
13702;59172;067169071X;10
11799;102967;068484267X;9
43167;59172;089577044X;10
8523;88733;044021145X;7
3650;10314;1558744150;6
15036;87911;1558744630;6
39649;68185;044100069X;8
17498;4017;1400061598;10
2851;91058;1400031354;9
12106;30276;055357695X;8
34448;126693;1551668866;10
30655;91130;051508901X;7
5806;113531;039914739X;6
35727;74056;1931686351;9
2682;101851;080410753X;9
12543;85757;1573229571;6
14165;123095;1573229326;8
4472;113519;067976402X;9
9616;143837;080410526X;8
24362;64946;074322423X;3
30206;101851;1560761555;6
17348;126604;031205436X;7
11225;149120;051510521X;5
17345;113030;031205436X;10
17086;39227;042515601X;8
39088;30735;006250925X;8
15045;123883;1558744630;5
38456;114368;051512947X;10
7352;39281;006091646X;9
20487;113030;034536676X;10
23550;8284;1557739404;9
39434;146348;068483751X;10
22512;59269;1558747613;10
22985;17282;1551669412;7
12787;20336;055321313X;9
18520;23768;037540256X;7
13378;43806;038039586X;10
37926;28634;078601086X;8
29213;98904;006051261X;10
27893;115692;039914787X;7
34105;128208;1401351964;5
14474;143715;055329461X;5
40986;37644;020530902X;7
1333;104399;1562826468;10
15934;127359;006447187X;7
28787;68555;034532532X;7
4930;1548;034540288X;5
19749;112953;1573221937;6
25330;10354;1591822246;8
22229;8067;075820230X;10
46642;115929;037321801X;9
41328;126604;044990587X;8
12530;37712;1573229571;8
8267;135149;042513699X;8
918;148586;074341232X;7
48622;107784;1565048199;5
29084;68943;051513239X;5
14302;129074;051512463X;7
39129;46293;067173783X;8
2756;88006;080411918X;9
2657;69971;080410753X;10
14139;85757;1573229326;9
14226;92810;068484270X;8
3547;76151;051512219X;10
19413;69156;045120834X;7
49041;63625;1853260622;10
17364;3917;1573226521;7
31544;136382;1550810510;4
24360;61901;074322423X;9
39089;95932;006250925X;9
9583;105517;080410526X;9
28668;43910;1573225541;7
6651;125692;042510107X;5
31572;39281;157866005X;10
32630;85526;014200023X;7
15455;85526;006099486X;7
37396;152186;055380250X;4
42738;69078;039543095X;9
18934;80683;1853260045;10
5581;46154;1573220876;9
30780;75591;068810312X;8
11189;143415;038542017X;9
6353;30735;059035342X;10
33041;129716;1573240397;5
27696;84627;048627053X;10
6993;11993;1556612257;7
19593;52614;082177512X;9
16390;105517;1558743316;7
23629;98758;044022330X;9
15821;105979;038072975X;7
23309;28619;1588720020;6
18150;127914;031242227X;7
47;22625;038550120X;10
12522;152435;038529929X;3
3549;79740;051512219X;3
4592;40889;089480751X;10
26705;127914;055327449X;10
23610;112001;042518109X;9
16802;62272;039914613X;9
24102;49889;1592400876;10
28116;95359;038071504X;4
19506;52584;080411109X;9
14821;40889;044048474X;10
19114;88652;1400031362;10
1554;102129;044023722X;9
14415;31556;080411935X;8
176;54335;043935806X;10
11908;111133;1573225789;8
11300;56856;1563898586;5
30293;52011;067173590X;5
27240;13273;084233226X;8
17208;97874;1570613818;1
11107;73330;037582345X;10
26997;117132;1551669226;6
13165;89602;038531258X;9
449;27472;074343627X;8
2941;37584;1400034779;8
12793;36839;055321313X;9
31053;98391;1551668831;8
30247;16634;1578591201;10
42575;49889;038080719X;8
54534;94347;067976657X;6
18490;6575;1885171080;6
8217;146175;042513525X;8
19385;6251;042519485X;8
22070;40922;038081563X;2
22684;98391;1551668432;8
20593;49314;038572179X;5
32176;79266;1551669587;6
4006;41455;051510566X;5
5373;152036;044651652X;10
14015;2030;006251279X;10
14784;113030;030681188X;9
11729;1435;068484267X;8
35242;53278;1573240249;7
24127;118228;1592400876;10
21273;7125;037541388X;8
18283;92810;042516828X;7
5789;26593;039914739X;7
44579;56554;1575668793;5
3106;140698;1400060265;7
8399;16488;044021145X;5
45092;125203;2253140872;10
21628;98391;1400060923;10
20724;100906;067972754X;8
974;7915;042511774X;8
4826;13552;051512317X;7
17410;130571;1573228214;6
18512;123883;1885171080;5
17576;36715;1573227331;9
3532;28289;051512219X;5
28664;14422;1573225541;7
29813;77480;1573229083;7
43153;107244;1853260169;9
19637;43910;1551667215;7
2303;44852;038548951X;9
50569;81368;015601288X;9
7800;54453;034538475X;5
38835;114368;1575668696;5
1418;37311;044023722X;10
17032;149661;067088300X;7
11839;6543;1573225789;9
18960;35859;044809505X;9
6532;138995;059035342X;10
33050;114368;1551660253;5
13473;32773;089480829X;9
43022;56554;074324642X;9
27966;97754;156584100X;9
28057;126736;059048351X;6
8160;30972;042513525X;8
25011;150124;084232920X;10
7643;26593;030712908X;10
26340;43246;1551669153;9
23541;98547;155166951X;4
54363;106849;1577311922;10
46782;55187;014130636X;9
15367;124310;1573226106;8
12247;7283;193156146X;10
4966;49109;034540288X;10
7115;6242;039592720X;5
4334;37712;067976402X;9
50012;87141;1565922840;5
27895;135043;039914787X;10
44888;83637;067189952X;10
17668;91113;1551668653;7
35658;98391;042519129X;10
20304;105517;1558744592;7
824;140358;067102423X;5
30170;101035;1400031699;7
6517;129074;059035342X;8
1620;135149;044023722X;8
32330;113519;1558747435;9
39500;35859;039914496X;9
22236;104636;075820230X;8
21792;98391;037541200X;9
14813;17667;044048474X;9
37983;88677;1551669315;8
37790;93355;055358619X;9
13411;105979;038533656X;3
34763;31826;1570820872;10
43635;39227;055329024X;9
16531;124048;1558747060;8
3176;109574;1572304510;10
17585;65877;1573227331;6
32537;19664;1565120027;7
17921;81597;055329783X;7
32964;28591;082177509X;5
4805;110912;055328942X;10
4667;145861;068482499X;9
1306;150968;039480029X;8
23423;126395;037383599X;8
10818;76351;1558745718;10
6187;38556;1551666839;5
1946;148898;038550926X;10
25348;42162;159182415X;7
6344;27812;059035342X;8
5572;149661;044900371X;10
22969;8067;1551665204;10
52618;114368;050552421X;5
1064;85426;055326611X;9
47938;52011;014044131X;5
8184;70666;042513525X;5
11298;6543;1563898586;8
5604;40415;044661162X;5
6216;31040;1573220280;8
1503;76168;044023722X;6
33432;93363;1582293082;9
17389;6242;1573228214;6
22455;110934;055321246X;7
29535;102642;006441034X;4
19289;11993;006440031X;7
2448;25981;044011585X;5
8434;30994;044021145X;10
6266;55492;044022425X;9
28141;117132;038531292X;7
24492;22521;078688942X;4
21557;7158;067942525X;10
16507;143968;1558746463;6
17014;96440;067088300X;5
16491;36606;1558746463;5
26300;37950;1551668246;4
37116;27169;1551663023;8
7488;135653;006016848X;8
5240;39281;044651652X;9
2561;128835;067940676X;9
32743;41123;045120753X;8
16495;62966;1558746463;10
11638;135149;014023828X;3
25428;135351;080411188X;7
2600;6575;080410753X;8
16526;76352;1558747060;9
26976;30273;1551669188;9
7823;87555;034538475X;3
7837;111947;034538475X;5
54376;92861;1565124219;6
1551;101620;044023722X;10
25284;81298;1561797111;7
21608;31609;1400042070;6
23542;99347;155166951X;9
11053;8454;006000438X;8
14991;36327;1576734013;7
50206;58792;1400031192;8
24349;13850;074322423X;10
3678;85426;1558744150;9
8589;126736;044021145X;6
6934;148744;014025448X;9
1821;60244;014029628X;8
24369;111133;074322423X;10
25160;138578;069811406X;10
12796;40943;055321313X;10
30753;142256;067168390X;8
7492;141491;006016848X;5
1816;46443;014029628X;8
21562;50204;067942525X;6
18787;5582;068483183X;9
6791;135149;1551668300;5
20455;6575;034536676X;7
34353;136071;039453512X;10
17452;34300;068480087X;4
2000;277427;002542730X;10
2057;113270;002542730X;5
5714;143964;1576730360;10
4471;113270;067976402X;10
49254;114368;155166948X;5
10804;35445;1558745718;7
248;127233;043935806X;8
4959;42099;034540288X;10
37465;148258;078580871X;10
28893;125519;067169507X;10
5875;115537;044022103X;8
27774;74689;1887317015;8
2711;135149;080410753X;7
3096;277427;1400060265;10
13392;25409;038533656X;7
2068;150979;002542730X;8
11051;6242;006000438X;6
963;142623;037582233X;8
39093;30735;006440546X;10
19562;129084;080411109X;9
5917;69697;051511779X;9
42418;54335;1880418568;9
33359;52614;074322454X;10
13949;69697;1551666189;9
13292;75591;014131088X;7
35393;114368;1551660598;10
38834;102702;1575668696;10
18706;125203;1558748040;6
15018;29259;1558744630;10
2806;20703;1400031354;8
28968;46398;158062524X;6
45563;54453;044100928X;7
4163;133747;014034893X;9
18566;104636;042516876X;9
27934;134797;1551666901;8
15106;60178;1401301061;7
2864;122867;1400031354;10
17917;13552;055329783X;5
6914;113270;014025448X;7
31575;88733;157866005X;9
17965;112761;1551666014;10
6336;24215;059035342X;9
14973;75081;1567184855;10
24949;67270;051513306X;8
12896;115435;038001503X;10
16970;11224;067088300X;6
5428;89602;034543479X;5
31328;16877;055325748X;8
11033;58594;051513290X;7
43001;36609;006621288X;9
15377;76499;1583224890;1
30851;146113;1551662833;7
6257;37712;044022425X;10
6085;122429;068484477X;9
7349;8245;006091646X;9
12500;108005;038529929X;10
1092;26538;1558743669;5
7501;7283;006109398X;8
24616;81977;006097673X;8
17252;52584;038079487X;9
15549;16795;068485080X;9
28500;105517;006093056X;3
3458;110373;044022165X;8
19504;45557;080411109X;8
6810;98391;1551669293;8
27477;142661;088730866X;10
26101;112001;038531700X;10
46375;77809;055329315X;8
18677;127826;014034991X;8
37928;122793;078601086X;8
40074;38781;037322639X;10
4298;21014;067976402X;7
4735;143968;1573220310;8
25601;143211;034541215X;10
10563;114544;014028009X;7
11031;54453;051513290X;6
46548;79740;1551664151;5
17825;117251;055327886X;9
5127;46398;1558745157;5
2500;35859;067091021X;7
17265;74185;038079487X;9
27682;136491;1566193087;4
1778;132083;014023313X;10
16899;71853;1573225517;10
219;98904;043935806X;5
9042;113270;055356451X;9
26981;98391;1551669188;8
8423;28634;044021145X;10
13676;95250;037541181X;7
11342;254;1931081727;9
17356;150663;031205436X;8
20964;125878;1573229725;10
22815;150979;076790382X;9
28884;97874;067169507X;8
23535;69697;155166951X;9
19842;84627;188712876X;10
5840;34588;044022103X;9
9149;126492;055357230X;7
4;10314;034545104X;9
8054;134797;038076654X;10
18032;95359;034540761X;6
8421;27472;044021145X;8
35388;48494;1551660598;10
26029;11601;034536998X;5
16936;121170;068487217X;9
33641;36256;1881273156;10
20103;50073;037570485X;7
245;124597;043935806X;8
33346;124876;060961097X;10
44932;40889;1551666936;6
17811;36609;055327886X;7
24225;16795;042510687X;8
26969;126604;014028088X;5
32350;128122;1578561256;8
39882;59189;1551665972;8
17108;91113;015201800X;5
44979;143415;039914868X;7
8906;27472;055321330X;8
15332;55892;1561003913;10
11768;56959;068484267X;10
